uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",F,340
RJ,SEPTICEMIA,HOSPITAL,"40 - 49",M,339
RJ,SEPTICEMIA,IGNORADO,"40 - 49",F,1
RJ,SEPTICEMIA,OUTRO,"40 - 49",M,1
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,35
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,46
RJ,SRAG,DOMICILIO,"40 - 49",F,1
RJ,SRAG,DOMICILIO,"40 - 49",M,1
RJ,SRAG,HOSPITAL,"40 - 49",F,34
RJ,SRAG,HOSPITAL,"40 - 49",M,52
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,11
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,10
RN,OUTRAS,DOMICILIO,"40 - 49",F,53
RN,OUTRAS,DOMICILIO,"40 - 49",M,101
RN,OUTRAS,HOSPITAL,"40 - 49",F,130
RN,OUTRAS,HOSPITAL,"40 - 49",I,1
RN,OUTRAS,HOSPITAL,"40 - 49",M,169
RN,OUTRAS,IGNORADO,"40 - 49",M,3
RN,OUTRAS,OUTRO,"40 - 49",F,3
RN,OUTRAS,OUTRO,"40 - 49",M,16
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,10
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,15
RN,OUTRAS,POSTO_SAUDE,"40 - 49",M,1
RN,OUTRAS,VIA_PUBLICA,"40 - 49",F,6
RN,OUTRAS,VIA_PUBLICA,"40 - 49",M,44
RN,COVID,DOMICILIO,"40 - 49",F,2
RN,COVID,DOMICILIO,"40 - 49",M,1
RN,COVID,HOSPITAL,"40 - 49",F,54
RN,COVID,HOSPITAL,"40 - 49",M,70
RN,COVID,IGNORADO,"40 - 49",M,1
RN,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RN,COVID,VIA_PUBLICA,"40 - 49",F,1
RN,INDETERMINADA,DOMICILIO,"40 - 49",M,3
RN,INDETERMINADA,HOSPITAL,"40 - 49",F,2
RN,INDETERMINADA,HOSPITAL,"40 - 49",M,5
RN,INDETERMINADA,OUTRO,"40 - 49",M,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,8
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,14
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,22
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RN,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
RN,PNEUMONIA,DOMICILIO,"40 - 49",M,9
RN,PNEUMONIA,HOSPITAL,"40 - 49",F,29
RN,PNEUMONIA,HOSPITAL,"40 - 49",M,41
RN,PNEUMONIA,IGNORADO,"40 - 49",M,1
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RN,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
RN,SEPTICEMIA,DOMICILIO,"40 - 49",M,6
RN,SEPTICEMIA,HOSPITAL,"40 - 49",F,47
RN,SEPTICEMIA,HOSPITAL,"40 - 49",M,36
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RN,SRAG,HOSPITAL,"40 - 49",F,4
RN,SRAG,HOSPITAL,"40 - 49",M,9
RN,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RO,OUTRAS,DOMICILIO,"40 - 49",F,23
RO,OUTRAS,DOMICILIO,"40 - 49",M,55
RO,OUTRAS,HOSPITAL,"40 - 49",F,76
RO,OUTRAS,HOSPITAL,"40 - 49",M,101
RO,OUTRAS,OUTRO,"40 - 49",F,4
RO,OUTRAS,OUTRO,"40 - 49",M,20
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RO,OUTRAS,VIA_PUBLICA,"40 - 49",F,3
RO,OUTRAS,VIA_PUBLICA,"40 - 49",M,49
RO,COVID,DOMICILIO,"40 - 49",M,2
RO,COVID,HOSPITAL,"40 - 49",F,47
RO,COVID,HOSPITAL,"40 - 49",M,77
RO,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
RO,INDETERMINADA,DOMICILIO,"40 - 49",F,1
RO,INDETERMINADA,DOMICILIO,"40 - 49",M,1
RO,INDETERMINADA,OUTRO,"40 - 49",F,1
RO,INDETERMINADA,OUTRO,"40 - 49",M,2
RO,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
RO,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,15
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,13
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,2
RO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
RO,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,2
RO,PNEUMONIA,DOMICILIO,"40 - 49",M,2
RO,PNEUMONIA,HOSPITAL,"40 - 49",F,15
RO,PNEUMONIA,HOSPITAL,"40 - 49",M,16
RO,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
RO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RO,SEPTICEMIA,HOSPITAL,"40 - 49",F,17
RO,SEPTICEMIA,HOSPITAL,"40 - 49",M,30
RO,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,1
RO,SRAG,HOSPITAL,"40 - 49",M,2
RR,OUTRAS,DOMICILIO,"40 - 49",F,8
RR,OUTRAS,DOMICILIO,"40 - 49",M,12
RR,OUTRAS,HOSPITAL,"40 - 49",F,31
RR,OUTRAS,HOSPITAL,"40 - 49",M,58
RR,OUTRAS,OUTRO,"40 - 49",F,1
RR,OUTRAS,OUTRO,"40 - 49",M,14
RR,OUTRAS,VIA_PUBLICA,"40 - 49",F,1
RR,OUTRAS,VIA_PUBLICA,"40 - 49",M,9
RR,COVID,DOMICILIO,"40 - 49",F,1
RR,COVID,DOMICILIO,"40 - 49",M,1
RR,COVID,HOSPITAL,"40 - 49",F,17
RR,COVID,HOSPITAL,"40 - 49",M,24
RR,COVID,OUTRO,"40 - 49",M,2
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,5
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",F,1
RR,PNEUMONIA,HOSPITAL,"40 - 49",F,5
RR,PNEUMONIA,HOSPITAL,"40 - 49",M,9
RR,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
RR,SEPTICEMIA,HOSPITAL,"40 - 49",F,13
RR,SEPTICEMIA,HOSPITAL,"40 - 49",M,12
RR,SEPTICEMIA,OUTRO,"40 - 49",M,1
RR,SRAG,HOSPITAL,"40 - 49",M,1
RS,OUTRAS,DOMICILIO,"40 - 49",F,143
RS,OUTRAS,DOMICILIO,"40 - 49",I,2
RS,OUTRAS,DOMICILIO,"40 - 49",M,249
RS,OUTRAS,HOSPITAL,"40 - 49",F,504
RS,OUTRAS,HOSPITAL,"40 - 49",I,2
RS,OUTRAS,HOSPITAL,"40 - 49",M,529
RS,OUTRAS,IGNORADO,"40 - 49",F,18
RS,OUTRAS,IGNORADO,"40 - 49",M,23
RS,OUTRAS,OUTRO,"40 - 49",F,9
RS,OUTRAS,OUTRO,"40 - 49",M,46
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,38
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",I,1
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,45
RS,OUTRAS,VIA_PUBLICA,"40 - 49",F,13
RS,OUTRAS,VIA_PUBLICA,"40 - 49",I,1
RS,OUTRAS,VIA_PUBLICA,"40 - 49",M,44
RS,COVID,DOMICILIO,"40 - 49",F,4
RS,COVID,DOMICILIO,"40 - 49",M,10
RS,COVID,HOSPITAL,"40 - 49",F,136
RS,COVID,HOSPITAL,"40 - 49",M,176
RS,COVID,IGNORADO,"40 - 49",F,10
RS,COVID,IGNORADO,"40 - 49",M,6
RS,COVID,OUTRO,"40 - 49",M,1
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,9
RS,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,11
RS,COVID,VIA_PUBLICA,"40 - 49",M,1
RS,INDETERMINADA,DOMICILIO,"40 - 49",F,4
RS,INDETERMINADA,DOMICILIO,"40 - 49",M,13
RS,INDETERMINADA,HOSPITAL,"40 - 49",F,3
RS,INDETERMINADA,HOSPITAL,"40 - 49",M,2
RS,INDETERMINADA,IGNORADO,"40 - 49",F,1
RS,INDETERMINADA,OUTRO,"40 - 49",M,2
RS,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,6
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,97
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,92
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,7
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,8
RS,PNEUMONIA,DOMICILIO,"40 - 49",F,2
RS,PNEUMONIA,DOMICILIO,"40 - 49",M,5
RS,PNEUMONIA,HOSPITAL,"40 - 49",F,87
RS,PNEUMONIA,HOSPITAL,"40 - 49",M,155
RS,PNEUMONIA,IGNORADO,"40 - 49",F,4
RS,PNEUMONIA,IGNORADO,"40 - 49",M,8
RS,PNEUMONIA,OUTRO,"40 - 49",M,1
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,5
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
RS,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
RS,SEPTICEMIA,HOSPITAL,"40 - 49",F,171
RS,SEPTICEMIA,HOSPITAL,"40 - 49",M,175
RS,SEPTICEMIA,IGNORADO,"40 - 49",F,4
RS,SEPTICEMIA,IGNORADO,"40 - 49",M,5
RS,SEPTICEMIA,OUTRO,"40 - 49",F,1
RS,SEPTICEMIA,OUTRO,"40 - 49",M,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,4
RS,SRAG,HOSPITAL,"40 - 49",F,7
RS,SRAG,HOSPITAL,"40 - 49",M,8
RS,SRAG,IGNORADO,"40 - 49",F,1
RS,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
SC,OUTRAS,DOMICILIO,"40 - 49",F,81
SC,OUTRAS,DOMICILIO,"40 - 49",M,185
SC,OUTRAS,HOSPITAL,"40 - 49",F,306
SC,OUTRAS,HOSPITAL,"40 - 49",I,1
SC,OUTRAS,HOSPITAL,"40 - 49",M,319
SC,OUTRAS,IGNORADO,"40 - 49",M,1
SC,OUTRAS,OUTRO,"40 - 49",F,8
SC,OUTRAS,OUTRO,"40 - 49",M,33
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,19
SC,OUTRAS,POSTO_SAUDE,"40 - 49",F,1
SC,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
SC,OUTRAS,VIA_PUBLICA,"40 - 49",M,40
SC,COVID,DOMICILIO,"40 - 49",F,3
SC,COVID,DOMICILIO,"40 - 49",M,2
SC,COVID,HOSPITAL,"40 - 49",F,75
SC,COVID,HOSPITAL,"40 - 49",M,122
SC,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SC,COVID,VIA_PUBLICA,"40 - 49",M,2
SC,INDETERMINADA,DOMICILIO,"40 - 49",F,1
SC,INDETERMINADA,DOMICILIO,"40 - 49",M,7
SC,INDETERMINADA,HOSPITAL,"40 - 49",F,2
SC,INDETERMINADA,HOSPITAL,"40 - 49",M,2
SC,INDETERMINADA,OUTRO,"40 - 49",M,1
SC,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,1
SC,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,8
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,8
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,51
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,42
SC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
SC,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SC,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SC,PNEUMONIA,DOMICILIO,"40 - 49",F,2
SC,PNEUMONIA,DOMICILIO,"40 - 49",M,3
SC,PNEUMONIA,HOSPITAL,"40 - 49",F,52
SC,PNEUMONIA,HOSPITAL,"40 - 49",M,71
SC,PNEUMONIA,OUTRO,"40 - 49",M,1
SC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
SC,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
SC,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,1
SC,SEPTICEMIA,DOMICILIO,"40 - 49",M,2
SC,SEPTICEMIA,HOSPITAL,"40 - 49",F,87
SC,SEPTICEMIA,HOSPITAL,"40 - 49",M,71
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
SC,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,2
SC,SEPTICEMIA,VIA_PUBLICA,"40 - 49",F,1
SC,SRAG,HOSPITAL,"40 - 49",F,3
SC,SRAG,HOSPITAL,"40 - 49",M,2
SE,OUTRAS,DOMICILIO,"40 - 49",F,19
SE,OUTRAS,DOMICILIO,"40 - 49",M,41
SE,OUTRAS,HOSPITAL,"40 - 49",F,92
SE,OUTRAS,HOSPITAL,"40 - 49",M,116
SE,OUTRAS,IGNORADO,"40 - 49",M,3
SE,OUTRAS,OUTRO,"40 - 49",F,2
SE,OUTRAS,OUTRO,"40 - 49",M,7
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,26
SE,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,50
SE,OUTRAS,VIA_PUBLICA,"40 - 49",M,13
SE,COVID,DOMICILIO,"40 - 49",F,2
SE,COVID,DOMICILIO,"40 - 49",M,2
SE,COVID,HOSPITAL,"40 - 49",F,38
SE,COVID,HOSPITAL,"40 - 49",M,84
SE,COVID,IGNORADO,"40 - 49",F,1
SE,COVID,IGNORADO,"40 - 49",M,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
SE,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,3
SE,INDETERMINADA,DOMICILIO,"40 - 49",F,2
SE,INDETERMINADA,DOMICILIO,"40 - 49",M,1
SE,INDETERMINADA,HOSPITAL,"40 - 49",F,1
SE,INDETERMINADA,HOSPITAL,"40 - 49",M,1
SE,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
SE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,2
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,28
SE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,22
SE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,3
SE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
SE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,1
SE,PNEUMONIA,HOSPITAL,"40 - 49",F,21
SE,PNEUMONIA,HOSPITAL,"40 - 49",M,18
SE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
SE,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
SE,SEPTICEMIA,HOSPITAL,"40 - 49",F,33
SE,SEPTICEMIA,HOSPITAL,"40 - 49",M,59
SE,SEPTICEMIA,OUTRO,"40 - 49",F,1
SE,SRAG,HOSPITAL,"40 - 49",F,2
SE,SRAG,HOSPITAL,"40 - 49",M,2
SE,SRAG,IGNORADO,"40 - 49",F,1
SP,OUTRAS,DOMICILIO,"40 - 49",F,569
SP,OUTRAS,DOMICILIO,"40 - 49",I,1
SP,OUTRAS,DOMICILIO,"40 - 49",M,1581
SP,OUTRAS,HOSPITAL,"40 - 49",F,2140
SP,OUTRAS,HOSPITAL,"40 - 49",I,2
SP,OUTRAS,HOSPITAL,"40 - 49",M,3150
SP,OUTRAS,IGNORADO,"40 - 49",F,17
SP,OUTRAS,IGNORADO,"40 - 49",I,6
SP,OUTRAS,IGNORADO,"40 - 49",M,49
SP,OUTRAS,OUTRO,"40 - 49",F,98
SP,OUTRAS,OUTRO,"40 - 49",I,1
SP,OUTRAS,OUTRO,"40 - 49",M,399
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,146
SP,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,322
SP,OUTRAS,POSTO_SAUDE,"40 - 49",F,4
SP,OUTRAS,POSTO_SAUDE,"40 - 49",M,11
SP,OUTRAS,VIA_PUBLICA,"40 - 49",F,64
SP,OUTRAS,VIA_PUBLICA,"40 - 49",I,1
SP,OUTRAS,VIA_PUBLICA,"40 - 49",M,623
SP,COVID,DOMICILIO,"40 - 49",F,15
SP,COVID,DOMICILIO,"40 - 49",M,24
SP,COVID,HOSPITAL,"40 - 49",F,877
SP,COVID,HOSPITAL,"40 - 49",M,1404
SP,COVID,IGNORADO,"40 - 49",F,2
SP,COVID,IGNORADO,"40 - 49",M,4
SP,COVID,OUTRO,"40 - 49",F,12
SP,COVID,OUTRO,"40 - 49",M,16
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",F,17
SP,COVID,OUTROS_SERVICOS_SAUDE,"40 - 49",M,46
SP,COVID,POSTO_SAUDE,"40 - 49",M,2
SP,COVID,VIA_PUBLICA,"40 - 49",M,3
SP,INDETERMINADA,DOMICILIO,"40 - 49",F,11
SP,INDETERMINADA,DOMICILIO,"40 - 49",M,55
SP,INDETERMINADA,HOSPITAL,"40 - 49",F,15
SP,INDETERMINADA,HOSPITAL,"40 - 49",M,20
SP,INDETERMINADA,IGNORADO,"40 - 49",M,1
SP,INDETERMINADA,OUTRO,"40 - 49",F,2
SP,INDETERMINADA,OUTRO,"40 - 49",M,9
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,2
SP,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,6
SP,INDETERMINADA,VIA_PUBLICA,"40 - 49",F,2
SP,INDETERMINADA,VIA_PUBLICA,"40 - 49",M,18
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,28
SP,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",M,58
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,486
SP,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,497
SP,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"40 - 49",M,1
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,7
SP,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",M,18
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,35
SP,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,30
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"40 - 49",F,1
SP,INSUFICIENCIA_RESPIRATORIA,POSTO_SAUDE,"40 - 49",M,4
SP,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"40 - 49",M,6
SP,PNEUMONIA,DOMICILIO,"40 - 49",F,15
SP,PNEUMONIA,DOMICILIO,"40 - 49",M,60
SP,PNEUMONIA,HOSPITAL,"40 - 49",F,510
SP,PNEUMONIA,HOSPITAL,"40 - 49",I,1
SP,PNEUMONIA,HOSPITAL,"40 - 49",M,920
SP,PNEUMONIA,IGNORADO,"40 - 49",F,2
SP,PNEUMONIA,IGNORADO,"40 - 49",M,5
SP,PNEUMONIA,OUTRO,"40 - 49",F,4
SP,PNEUMONIA,OUTRO,"40 - 49",M,18
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,22
SP,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,39
SP,PNEUMONIA,VIA_PUBLICA,"40 - 49",F,1
SP,PNEUMONIA,VIA_PUBLICA,"40 - 49",M,17
SP,SEPTICEMIA,DOMICILIO,"40 - 49",F,7
SP,SEPTICEMIA,DOMICILIO,"40 - 49",M,12
SP,SEPTICEMIA,HOSPITAL,"40 - 49",F,685
SP,SEPTICEMIA,HOSPITAL,"40 - 49",M,836
SP,SEPTICEMIA,IGNORADO,"40 - 49",F,1
SP,SEPTICEMIA,IGNORADO,"40 - 49",M,5
SP,SEPTICEMIA,OUTRO,"40 - 49",F,8
SP,SEPTICEMIA,OUTRO,"40 - 49",M,7
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,14
SP,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"40 - 49",M,23
SP,SEPTICEMIA,POSTO_SAUDE,"40 - 49",M,1
SP,SEPTICEMIA,VIA_PUBLICA,"40 - 49",F,1
SP,SEPTICEMIA,VIA_PUBLICA,"40 - 49",M,3
SP,SRAG,DOMICILIO,"40 - 49",F,2
SP,SRAG,DOMICILIO,"40 - 49",M,2
SP,SRAG,HOSPITAL,"40 - 49",F,39
SP,SRAG,HOSPITAL,"40 - 49",M,62
SP,SRAG,OUTRO,"40 - 49",M,1
SP,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",F,3
SP,SRAG,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
TO,OUTRAS,DOMICILIO,"40 - 49",F,25
TO,OUTRAS,DOMICILIO,"40 - 49",M,32
TO,OUTRAS,HOSPITAL,"40 - 49",F,40
TO,OUTRAS,HOSPITAL,"40 - 49",M,69
TO,OUTRAS,IGNORADO,"40 - 49",F,1
TO,OUTRAS,OUTRO,"40 - 49",F,2
TO,OUTRAS,OUTRO,"40 - 49",M,15
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",F,4
TO,OUTRAS,OUTROS_SERVICOS_SAUDE,"40 - 49",M,1
TO,OUTRAS,VIA_PUBLICA,"40 - 49",F,5
TO,OUTRAS,VIA_PUBLICA,"40 - 49",M,21
TO,COVID,HOSPITAL,"40 - 49",F,22
TO,COVID,HOSPITAL,"40 - 49",M,31
TO,COVID,VIA_PUBLICA,"40 - 49",F,1
TO,INDETERMINADA,DOMICILIO,"40 - 49",F,3
TO,INDETERMINADA,DOMICILIO,"40 - 49",M,1
TO,INDETERMINADA,HOSPITAL,"40 - 49",F,1
TO,INDETERMINADA,OUTRO,"40 - 49",F,1
TO,INDETERMINADA,OUTRO,"40 - 49",M,1
TO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"40 - 49",F,2
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",F,4
TO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"40 - 49",M,12
TO,INSUFICIENCIA_RESPIRATORIA,OUTRO,"40 - 49",F,1
TO,PNEUMONIA,HOSPITAL,"40 - 49",F,10
TO,PNEUMONIA,HOSPITAL,"40 - 49",M,19
TO,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"40 - 49",F,1
TO,SEPTICEMIA,DOMICILIO,"40 - 49",F,1
TO,SEPTICEMIA,DOMICILIO,"40 - 49",M,1
TO,SEPTICEMIA,HOSPITAL,"40 - 49",F,14
TO,SEPTICEMIA,HOSPITAL,"40 - 49",M,15
TO,SRAG,HOSPITAL,"40 - 49",M,1
AC,OUTRAS,DOMICILIO,"50 - 59",F,23
AC,OUTRAS,DOMICILIO,"50 - 59",M,54
AC,OUTRAS,HOSPITAL,"50 - 59",F,64
AC,OUTRAS,HOSPITAL,"50 - 59",M,68
AC,OUTRAS,IGNORADO,"50 - 59",M,1
AC,OUTRAS,OUTRO,"50 - 59",F,3
AC,OUTRAS,OUTRO,"50 - 59",M,13
AC,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",M,2
AC,OUTRAS,VIA_PUBLICA,"50 - 59",F,1
AC,OUTRAS,VIA_PUBLICA,"50 - 59",M,11
AC,COVID,DOMICILIO,"50 - 59",F,1
AC,COVID,DOMICILIO,"50 - 59",M,1
AC,COVID,HOSPITAL,"50 - 59",F,30
AC,COVID,HOSPITAL,"50 - 59",M,51
AC,COVID,VIA_PUBLICA,"50 - 59",M,1
AC,INDETERMINADA,DOMICILIO,"50 - 59",F,1
AC,INDETERMINADA,DOMICILIO,"50 - 59",M,3
AC,INDETERMINADA,OUTRO,"50 - 59",M,1
AC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"50 - 59",F,1
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",F,11
AC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"50 - 59",M,6
AC,INSUFICIENCIA_RESPIRATORIA,OUTRO,"50 - 59",M,2
AC,PNEUMONIA,HOSPITAL,"50 - 59",F,13
AC,PNEUMONIA,HOSPITAL,"50 - 59",M,27
AC,PNEUMONIA,OUTRO,"50 - 59",M,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",F,1
AC,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
AC,SEPTICEMIA,HOSPITAL,"50 - 59",F,24
AC,SEPTICEMIA,HOSPITAL,"50 - 59",M,25
AC,SRAG,HOSPITAL,"50 - 59",M,1
AC,SRAG,OUTROS_SERVICOS_SAUDE,"50 - 59",M,1
AL,OUTRAS,DOMICILIO,"50 - 59",F,126
AL,OUTRAS,DOMICILIO,"50 - 59",M,252
AL,OUTRAS,HOSPITAL,"50 - 59",F,256
AL,OUTRAS,HOSPITAL,"50 - 59",M,392
AL,OUTRAS,IGNORADO,"50 - 59",F,1
AL,OUTRAS,OUTRO,"50 - 59",F,7
AL,OUTRAS,OUTRO,"50 - 59",M,34
AL,OUTRAS,OUTROS_SERVICOS_SAUDE,"50 - 59",F,20
